Date of Interview,Client name,Industry,Location,Position to be closed,Nature of Skillset,Interview Type,Name(Cand ID),Gender,Candidate Current Location,Candidate Job Location,Interview Venue,Candidate Native location,Have you obtained the necessary permission to start at the required time,Hope there will be no unscheduled meetings,Can I Call you three hours before the interview and follow up on your attendance for the interview,Can I have an alternative number/ desk number. I assure you that I will not trouble you too much,Have you taken a printout of your updated resume. Have you read the JD and understood the same,Are you clear with the venue details and the landmark.,Has the call letter been shared,Observed Attendance,Marital Status,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Candidate 358,Male,Hyderabad,Chennai,Hyderabad,Chitoor,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,RA Publishing,Scheduled ,Candidate 359,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,LCM -Manager,Scheduled ,Candidate 365,Male,Hyderabad,Chennai,Hyderabad,Warangal,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Licensing – RA,Scheduled ,Candidate 367,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
07.05.2016,Hospira,Pharmaceuticals,Hyderabad,Niche,Biosimilars,Scheduled ,Candidate 369,Male,Hyderabad,Chennai,Hyderabad,Hyderabad,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
21.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Candidate 377,Male,Hyderabad,Visakapatinam,Hyderabad,Visakapatinam,Yes,Yes,No,Yes,No,Yes,Yes,No,Married,,,,,
22.4.16,Hospira,Pharmaceuticals,Bangalore,Routine,Analytical R&D,Scheduled ,Candidate 386,Male,Bangalore,Visakapatinam,Hyderabad,Vijayawada,Yes,No,Yes,Yes,Yes,Yes,No,No,Single,,,,,
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R & D,Scheduled ,Candidate 389,Male,Hyderabad,Visakapatinam,Hyderabad,Vijayawada,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
23.4.16,Hospira,Pharmaceuticals,Hyderabad,Routine,Analytical R&D,Scheduled ,Candidate 391,Male,Hyderabad,Visakapatinam,Hyderabad,Vijayawada,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
15-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 393,Male,Chennai,Chennai,Chennai,Chennai,No,No,Yes,Yes,No,No,Not Sure,No,Married,,,,,
21-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 400,Male,Chennai,Chennai,Chennai,Chennai,No,No,Yes,No,Yes,No,No,No,Married,,,,,
25 – Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 404,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
25 – Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Candidate 405,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
25-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Candidate 406,Male,Chennai,Chennai,Chennai,Salem,No,Not Sure,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
25-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Candidate 407,Male,Chennai,Chennai,Chennai,Chennai,No,No,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
25-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Tech lead-Mednet,Scheduled ,Candidate 408,Female,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
20-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 409,Male,Chennai,Chennai,Chennai,Trichy,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
15-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Technical Lead,Scheduled ,Candidate 413,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
15-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 415,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
15-Apr-16,Pfizer,Pharmaceuticals,Chennai,Niche,Senior software engineer-Mednet,Scheduled ,Candidate 416,Male,Chennai,Chennai,Chennai,Chennai,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
11.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Candidate 417,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
11.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Candidate 419,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
11.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Candidate 420,Male,Chennai,Chennai,Chennai,Vellore,NO,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
11.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Candidate 423,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
10.5.16,Standard Chartered Bank,BFSI,Chennai,Routine,Sr Automation Testing,Scheduled ,Candidate 432,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
11.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Senior Analyst,Scheduled ,Candidate 433,Male,Chennai,Chennai,Chennai,Kolkata,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
11.05.16,Standard Chartered Bank,BFSI,Chennai,Routine,Senior Analyst,Scheduled ,Candidate 434,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Single,,,,,
12.04.2016,Pfizer,Pharmaceuticals,Bangalore,Routine,production,Scheduled ,Candidate 438,Male,Bangalore,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
12.04.2018,Pfizer,Pharmaceuticals,Bangalore,Routine,production,Scheduled ,Candidate 440,Male,Bangalore,Chennai,Chennai,Pune,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
12.04.2021,Pfizer,Pharmaceuticals,Bangalore,Routine,production,Scheduled ,Candidate 443,Male,Bangalore,Chennai,Chennai,Mumbai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
8.5.16,Pfizer,Pharmaceuticals,Bangalore,Niche,Regulatory,Scheduled ,Candidate 446,Male,Bangalore,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 452,Male,Bangalore,Bangalore,Bangalore,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 453,Male,Bangalore,Bangalore,Bangalore,Kolkata,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 456,Male,Bangalore,Bangalore,Bangalore,Pune,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 457,Male,Bangalore,Bangalore,Bangalore,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 465,Male,Bangalore,Bangalore,Bangalore,Cuttack,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
19.03.16,Standard Chartered Bank Chennai,BFSI,Bangalore,Routine,Core Java,Scheduled Walk In,Candidate 467,Male,Bangalore,Bangalore,Bangalore,Cuttack,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 472,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 473,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 474,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 475,Male,Chennai,Chennai,Chennai,Vellore,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 481,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 483,Male,Chennai,Chennai,Chennai,Nagercoil,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 484,Male,Chennai,Chennai,Chennai,Chitoor,Yes,cant Say,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 487,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 488,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
5/11/2016,Standard Chartered Bank,BFSI,Chennai,Routine,Oracle Plsql,Walkin,Candidate 495,Female,Chennai,Chennai,Chennai,Cochin,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
10.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Automation Testing Java,Scheduled ,Candidate 500,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
10.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Automation Testing Java,Scheduled ,Candidate 502,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
10.05.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Automation Testing Java,Scheduled ,Candidate 503,Male,Chennai,Chennai,Chennai,Pune,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
28.08.2016 & 09.00 AM,Pfizer,Pharmaceuticals,Bangalore,Niche,Submission Management,Scheduled Walkin,Candidate 506,Male,Bangalore,Chennai,Bangalore,Bangalore,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
28.8.2016 & 03.00 PM,Pfizer,Pharmaceuticals,Bangalore,Niche,Publishing,Scheduled Walkin,Candidate 518,Male,Bangalore,Chennai,Bangalore,Visakapatinam,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
28.08.2016 & 09.30 AM,Pfizer,Pharmaceuticals,Bangalore,Niche,Publishing,Scheduled Walkin,Candidate 519,Male,Bangalore,Chennai,Bangalore,Kolkata,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
28.08.2016 & 11.30 AM,Pfizer,Pharmaceuticals,Bangalore,Niche,Global Labelling,Scheduled Walkin,Candidate 520,Male,Bangalore,Chennai,Bangalore,Bhubaneshwar,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
28.08.2016 & 10.00 AM,Pfizer,Pharmaceuticals,Bangalore,Niche,Global Labelling,Scheduled Walkin,Candidate 522,Male,Bangalore,Chennai,Bangalore,Baddi,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
28.8.2016 & 11.00 AM,Pfizer,Pharmaceuticals,Bangalore,Niche,Global Labelling,Scheduled Walkin,Candidate 525,Male,Bangalore,Chennai,Bangalore,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
13.06.2016,Astrazeneca,Pharmaceuticals,Chennai,Niche,ALS Testing,Scheduled ,Candidate 531,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
13.06.2016,Astrazeneca,Pharmaceuticals,Chennai,Niche,ALS Testing,Scheduled ,Candidate 532,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
13.06.2016,Astrazeneca,Pharmaceuticals,Chennai,Niche,ALS Testing,Scheduled ,Candidate 534,Male,Chennai,Chennai,Chennai,Trichy,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
13.06.2016,Astrazeneca,Pharmaceuticals,Chennai,Niche,ALS Testing,Scheduled ,Candidate 536,Male,Chennai,Chennai,Chennai,Nagercoil,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
13.06.2016,Astrazeneca,Pharmaceuticals,Chennai,Niche,ALS Testing,Scheduled ,Candidate 537,Male,Chennai,Chennai,Chennai,Trichy,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 541,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 545,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 549,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 552,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 559,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 560,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 563,Male,Chennai,Chennai,Chennai,Trichy,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 564,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 568,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 573,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 575,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,no,Single,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 577,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 578,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
02.09.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Accounting Operations,Scheduled Walk In,Candidate 582,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 585,Male,Chennai,Chennai,Chennai,Vellore,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 588,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 589,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,No,Yes,Yes,No,No,Married,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 593,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 597,Male,Chennai,Chennai,Chennai,Trichy,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 599,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 601,Male,Chennai,Chennai,Chennai,Coimbatore,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
02.12.2015,Flextronics,Electronics,Chennai,Routine,Java Developer,Scheduled ,Candidate 602,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 603,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 607,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 608,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 611,Male,Chennai,Chennai,Chennai,Hyderabad,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 616,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 617,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 618,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 619,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 621,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 622,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Married,,,,,
23.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending and Liabilities,Walkin,Candidate 623,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 625,Male,Chennai,Chennai,Chennai,Kolkata,Yes,Yes,Yes,No,Yes,Yes,Yes,NO,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending & Liability,Scheduled ,Candidate 626,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Candidate 628,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Lending And Liabilities,Scheduled ,Candidate 629,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
22.03.2016,Standard Chartered Bank,BFSI,Chennai,Routine,Banking operations,Scheduled ,Candidate 634,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 638,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 642,Male,Chennai,Chennai,Chennai,Coimbatore,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 647,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 650,Male,Chennai,Chennai,Chennai,Chennai,yes,yes,No,No,Yes,Yes,Yes,No,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 652,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 655,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 657,Male,Chennai,Chennai,Chennai,Allahabad,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 658,Male,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 659,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
26.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,CDD KYC,Walkin,Candidate 663,Female,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 665,Male,Chennai,Chennai,Chennai,Allahabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 670,Male,Chennai,Chennai,Chennai,Hyderabad,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 672,Male,Chennai,Chennai,Chennai,Hyderabad,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 673,Male,Chennai,Chennai,Chennai,Cuttack,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 678,Female,Chennai,Chennai,Chennai,Chennai,No,NA,NA,NA,NA,NA,NA,NO,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 680,Male,Chennai,Chennai,Chennai,Cochin,No,NA,NA,NA,NA,NA,NA,NO,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 682,Female,Chennai,Chennai,Chennai,Cuttack,NA,NA,NA,NA,NA,NA,NA,No,Married,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 683,Male,Chennai,Chennai,Chennai,Chennai,NA,NA,NA,NA,NA,NA,NA,No,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 687,Female,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 692,Male,Chennai,Chennai,Chennai,Nagercoil,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
06.02.2016,Standard Chartered Bank,BFSI,Chennai,Routine,JAVA/J2EE/Struts/Hibernate,Scheduled Walk In,Candidate 699,Male,Chennai,Chennai,Chennai,Chennai,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Single,,,,,
